title,time,comment_count,comment,comment_date,recommend_count,unrecommend_count
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,전망이 왕창 틀리니 헛소리하는 듯. ㅎㅎㅎ,2024.07.10. 10:15,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,저렇게 막 시부려놓고 하나 맞아라 그거네ㅋㅋㅋ지금 4억간다던 비트코인에 대해선 왜 변명은 없어?ㅋㅋ,2024.07.10. 10:14,2,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,부자아빠도 맛이간 모양입니다. 쪽박찼나? 모름지기 사람이라면 일관성과 주관이 있으니까? 적어도 코린이 등쳐 먹는 인간은 되지마라.,2024.07.10. 10:11,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,기요사키 말 그대로 믿는 사람들이 어디 있나요? 그냥 창고로만 알고 부동산 매수 등 모든 것은 자신의 판단하에 투자하는 것이 답입니다.,2024.07.10. 10:10,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,이 사람 맨날 하락장 외쳤던 사람인데 뭘...,2024.07.10. 10:08,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,바이 시그널,2024.07.10. 10:07,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,막 던져. 아님 말고,2024.07.10. 10:06,0,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,망한할배 기요사키 가난한 아빠의 대표적인 사람,2024.07.10. 10:02,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,누가믿겠니....,2024.07.10. 10:49,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,ㅋ..금이 폭락한다고?...,2024.07.10. 09:41,1,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,저런 소리는 누구는 못해,2024.07.10. 09:32,1,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,야는 30년전 퇴물안데 아직도 기사를 써주냐 !!!,2024.07.10. 09:26,15,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,대략 2027년부터 모든자산가치는 폭락할것.,2024.07.10. 09:24,0,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,비트코인 자본주의. 최고에 꽃이거나 아니면 최악에 몰락을 초례할 듯ᆢ(짧은 제 생각),2024.07.10. 09:21,1,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,참 기사 낼 거 없나 보네,2024.07.10. 09:19,12,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,빅쇼트온다고 겁주네 ㅋㅋㅋ풀롱으로 대응하라!!,2024.07.10. 09:17,0,0
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,"모 아니면 도, 가위 바위 보 보다 쉬운 예측 아니면 말고, 맞으면 박수무당~ㅋㅋㅋ",2024.07.10. 09:10,85,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,공짜 없다. 줍줍 없다. 열심히 저축이나 해라. 이런 똥 정보에 낚이면 호구중에 호구된다. 몇명 돈 벌었겠지. 돈 날린 사람은 조용하다. 엽전들은 공짜 젓나게 좋아하다 젓된다. 그리고 조용하다. 속만 부글부글...,2024.07.10. 08:58,20,1
"비트코인 4억 간다더니…부자아빠 ""최악 폭락장 온다"" 경고",2024-07-10 06:21:12,190,속지마시라..이래놓고 정작 본인은 줍줍할 수 있다,2024.07.10. 08:53,5,1
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,망한다는 모지리들.....다시 나와봐!!!!ㅋㅋㅋㅋㅋㅋ,2024.07.10. 10:50,9,4
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,나락간다 꽉잡아 풀숏이다,2024.07.10. 20:18,1,0
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,언론들이. 비트코인에 목숨거는 이유가. 뭐지?,2024.07.10. 18:38,0,0
"비트코인, 저가 매수세에 8200만원 회복",2024-07-10 09:30:27,4,독일 마곡 미국 물량 아직 안털었습니다 어려운장입니다.오를수도 내릴수도 완전 그래프게임,2024.07.10. 17:24,0,0
