Date,Adj. Close
2000-01-03,3.5964625451508
2000-01-04,3.2931696522955
2000-01-05,3.3413623789144
2000-01-06,3.0522060192007
2000-01-07,3.1967841990576
2000-01-10,3.1405593513355
2000-01-11,2.9799169292723
2000-01-12,2.801282555938
2000-01-13,3.1084308669228
2000-01-14,3.2269849744055
2000-01-18,3.3394346698497
2000-01-19,3.4236112990108
2000-01-20,3.6465829808345
2000-01-21,3.5762215999708
2000-01-24,3.4136514688429
2000-01-25,3.6064223753187
2000-01-26,3.5402376974287
2000-01-27,3.5341332853903
2000-01-28,3.2648965860124
2000-01-31,3.3333302578113
2000-02-01,3.2208805623671
2000-02-02,3.1746155448129
2000-02-03,3.3191937246697
2000-02-04,3.469876316565
2000-02-07,3.6645749321056
2000-02-08,3.6905990044798
2000-02-09,3.6183099145514
2000-02-10,3.6465829808345
2000-02-11,3.4939726798745
2000-02-14,3.7207997798277
2000-02-15,3.823289645104
2000-02-16,3.6665026411704
2000-02-17,3.6905990044798
2000-02-18,3.5742938909061
2000-02-22,3.6565428110024
2000-02-23,3.7349363129693
2000-02-24,3.701201404336
2000-02-25,3.546020824623
2000-02-28,3.6385508597314
2000-02-29,3.6825668833767
2000-03-01,4.186662803811
2000-03-02,3.9196750983419
2000-03-03,4.1124460048178
2000-03-06,4.0382292058246
2000-03-07,3.9476268797809
2000-03-08,3.9196750983419
2000-03-09,3.9277072194451
2000-03-10,4.0401569148893
2000-03-13,3.8975064440972
2000-03-14,3.670679344144
2000-03-15,3.7349363129693
2000-03-16,3.9055385652004
2000-03-17,4.0160605515799
2000-03-20,3.9518035827546
2000-03-21,4.3354176866415
2000-03-22,4.6326061674584
2000-03-23,4.54007613235
2000-03-24,4.4558995031889
2000-03-27,4.4838512846279
2000-03-28,4.4700360363305
2000-03-29,4.3675461710541
2000-03-30,4.0401569148893
2000-03-31,4.3633694680805
2000-04-03,4.2830482570489
2000-04-04,4.0902773505731
2000-04-05,4.1889117977199
2000-04-06,4.0221649636183
2000-04-07,4.2329278213652
2000-04-10,4.0160605515799
2000-04-11,3.8374261782456
2000-04-12,3.5100369220808
2000-04-13,3.6565428110024
2000-04-14,3.5942135512419
2000-04-17,3.9797553641936
2000-04-18,4.0761408174315
2000-04-19,3.8914020320588
2000-04-20,3.8191129421304
2000-04-24,3.871482371723
2000-04-25,4.1224058349857
2000-04-26,3.8975064440972
2000-04-27,4.072285399302
2000-04-28,3.985859776232
2000-05-01,3.9938918973351
2000-05-02,3.7869844577178
2000-05-03,3.6967034165182
2000-05-04,3.556301939635
2000-05-05,3.6343741567577
2000-05-08,3.5379887035198
2000-05-09,3.3876273964686
2000-05-10,3.1906797870192
2000-05-11,3.3031294824634
2000-05-12,3.4576674924882
2000-05-15,3.2449769256765
2000-05-16,3.3956595175718
2000-05-17,3.2568644649092
2000-05-18,3.2369448045734
2000-05-19,3.0200775347881
2000-05-22,2.8896358880727
2000-05-23,2.7569452474485
2000-05-24,2.8173467981443
