Date,Adj. Close
1999-01-22,1.5225287227652
1999-01-25,1.681818167605
1999-01-26,1.5511389628578
1999-01-27,1.5464994644644
1999-01-28,1.541859966071
1999-01-29,1.4691744912412
1999-02-01,1.498557981066
1999-02-02,1.3825705212311
1999-02-03,1.4111807613237
1999-02-04,1.488505734547
1999-02-05,1.531807719552
1999-02-08,1.4792267377602
1999-02-09,1.4212330078428
1999-02-10,1.4065412629303
1999-02-11,1.5271682211586
1999-02-12,1.6145454409008
1999-02-16,1.6238244376876
1999-02-17,1.5372204676776
1999-02-18,1.5611912093768
1999-02-19,1.6145454409008
1999-02-22,1.6238244376876
1999-02-23,1.7011494109108
1999-02-24,1.8364681140514
1999-02-25,1.778474384134
1999-02-26,1.6965099125174
1999-03-01,1.7057889093042
1999-03-02,1.691870414124
1999-03-03,1.5758829542892
1999-03-04,1.541859966071
1999-03-05,1.628463936081
1999-03-08,1.6532079275124
1999-03-09,1.7057889093042
1999-03-10,1.6771786692116
1999-03-11,1.6044931943818
1999-03-12,1.5758829542892
1999-03-15,1.6431556809934
1999-03-16,1.5898014494694
1999-03-17,1.5998536959884
1999-03-18,1.6191849392942
1999-03-19,1.6238244376876
1999-03-22,1.5758829542892
1999-03-23,1.4792267377602
1999-03-24,1.4691744912412
1999-03-25,1.488505734547
1999-03-26,1.6191849392942
1999-03-29,1.6671264226926
1999-03-30,1.5271682211586
1999-03-31,1.6338766842066
1999-04-01,1.585161951076
1999-04-05,1.5372204676776
1999-04-06,1.498557981066
1999-04-07,1.6238244376876
1999-04-08,1.6532079275124
1999-04-09,1.6238244376876
1999-04-12,1.5565517109834
1999-04-13,1.4931452329404
1999-04-14,1.4498432479353
1999-04-15,1.488505734547
1999-04-16,1.5372204676776
1999-04-19,1.4691744912412
1999-04-20,1.4405642511486
1999-04-21,1.4645349928478
1999-04-22,1.401901764537
1999-04-23,1.3338557881005
1999-04-26,1.2665830613963
1999-04-27,1.401901764537
1999-04-28,1.3918495180179
1999-04-29,1.3918495180179
1999-04-30,1.4111807613237
1999-05-03,1.4212330078428
1999-05-04,1.3439080346195
1999-05-05,1.3725182747121
1999-05-06,1.3462277838162
1999-05-07,1.3531870314063
1999-05-10,1.3531870314063
1999-05-11,1.4258725062362
1999-05-12,1.4691744912412
1999-05-13,1.4691744912412
1999-05-14,1.3918495180179
1999-05-17,1.4598954944544
1999-05-18,1.5271682211586
1999-05-19,1.4598954944544
1999-05-20,1.3439080346195
1999-05-21,1.3145245447947
1999-05-24,1.3098850464013
1999-05-25,1.3191640431881
1999-05-26,1.3145245447947
1999-05-27,1.3052455480079
1999-05-28,1.3191640431881
1999-06-01,1.3245767913137
1999-06-02,1.2758620581831
1999-06-03,1.3098850464013
1999-06-04,1.3191640431881
1999-06-07,1.3338557881005
1999-06-08,1.3678787763187
1999-06-09,1.3918495180179
1999-06-10,1.3964890164113
1999-06-11,1.3725182747121
1999-06-14,1.3145245447947
1999-06-15,1.3145245447947
1999-06-16,1.3531870314063
1999-06-17,1.3145245447947
1999-06-18,1.2665830613963
1999-06-21,1.3338557881005
1999-06-22,1.3098850464013
1999-06-23,1.3338557881005
1999-06-24,1.3052455480079
1999-06-25,1.3245767913137
1999-06-28,1.3439080346195
1999-06-29,1.3578265297997
1999-06-30,1.4792267377602
1999-07-01,1.401901764537
1999-07-02,1.5031974794594
1999-07-06,1.5078369778528
1999-07-07,1.4792267377602
1999-07-08,1.5124764762462
1999-07-09,1.6408359317967
1999-07-12,1.7158411558232
1999-07-13,1.7204806542166
1999-07-14,1.6532079275124
1999-07-15,1.6624869242992
1999-07-16,1.6965099125174
1999-07-19,1.6532079275124
1999-07-20,1.6238244376876
1999-07-21,1.5758829542892
1999-07-22,1.5031974794594
1999-07-23,1.5031974794594
1999-07-26,1.5078369778528
1999-07-27,1.5124764762462
1999-07-28,1.5372204676776
1999-07-29,1.5511389628578
1999-07-30,1.5565517109834
1999-08-02,1.5704702061636
1999-08-03,1.531807719552
1999-08-04,1.531807719552
1999-08-05,1.5565517109834
1999-08-06,1.5565517109834
1999-08-09,1.5565517109834
1999-08-10,1.585161951076
1999-08-11,1.691870414124
1999-08-12,1.7738348857406
1999-08-13,1.7545036424348
1999-08-16,1.6864576659984
1999-08-17,1.691870414124
1999-08-18,1.7305329007356
1999-08-19,2.1171577668517
1999-08-20,2.0784952802401
1999-08-23,1.9524555738863
1999-08-24,1.9377638289739
1999-08-25,1.9331243305805
